ID,Catégorie,Question possible à poser au LLM,Type de réponse attendu,Statut attendu,Phrase obligatoire minimale à vérifier,Longueur attendue,Mode de vérification,Pourquoi ce test existe,Priorité
HAR-V2-194,Action recommandée,Est-ce que l’action suivante doit être : vérifier le délai de recours ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-195,Action recommandée,Quelle action administrative faut-il recommander maintenant : contrôler les statuts ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de contrôler les statuts,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-196,Action recommandée,Est-ce que l’action suivante doit être : contrôler les statuts ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-197,Action recommandée,Quelle action administrative faut-il recommander maintenant : confirmer le chiffre d’affaires ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de confirmer le chiffre d’affaires,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-198,Action recommandée,Est-ce que l’action suivante doit être : confirmer le chiffre d’affaires ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-199,Action recommandée,Quelle action administrative faut-il recommander maintenant : vérifier l’actionnariat ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de vérifier l’actionnariat,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-200,Action recommandée,Est-ce que l’action suivante doit être : vérifier l’actionnariat ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-201,Action recommandée,Quelle action administrative faut-il recommander maintenant : demander un devis actualisé ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de demander un devis actualisé,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-202,Action recommandée,Est-ce que l’action suivante doit être : demander un devis actualisé ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-203,Action recommandée,Quelle action administrative faut-il recommander maintenant : clarifier l’activité principale ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de clarifier l’activité principale,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-204,Action recommandée,Est-ce que l’action suivante doit être : clarifier l’activité principale ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-205,Action recommandée,Quelle action administrative faut-il recommander maintenant : confirmer l’aide demandée ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de confirmer l’aide demandée,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-206,Action recommandée,Est-ce que l’action suivante doit être : confirmer l’aide demandée ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-207,Action recommandée,Quelle action administrative faut-il recommander maintenant : vérifier la cohérence des dates ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de vérifier la cohérence des dates,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-208,Action recommandée,Est-ce que l’action suivante doit être : vérifier la cohérence des dates ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
HAR-V2-209,Action recommandée,Quelle action administrative faut-il recommander maintenant : mettre le dossier en attente ?,Action recommandée concise avec justification,À vérifier,L’action recommandée est de mettre le dossier en attente,150 à 200 mots maximum,contains_case_insensitive,Vérifier que l’action est formulée directement et en un seul paragraphe.,Moyenne
HAR-V2-210,Action recommandée,Est-ce que l’action suivante doit être : mettre le dossier en attente ?,Validation d’action avec réserve,À vérifier,"À vérifier, cette action doit être confirmée",150 à 200 mots maximum,contains_case_insensitive,Vérifier que la réponse valide ou réserve l’action sans être longue.,Moyenne
