case_id,date_reception,canal,objet_recours,decision_contestee,motif_demandeur,pieces_fournies,pieces_manquantes,statut_recevabilite_probable,risque,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,note
REC-2026-0094,2026-10-14,Chikaya,reclamation,orientation autre service,refus pour dossier incomplet conteste par le demandeur,preuve depot initial; accuse reception; courrier recours; pieces complementaires; decision contestee; registre de commerce; attestation fiscale,aucune,recevable_a_verifier,aucun risque majeur,reponse_argumentee_possible,VERT,Le recours REC-2026-0094 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->VERT,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0095,2026-10-17,Email,demande de reouverture,absence reponse,demande de reouverture apres complement de pieces,pieces complementaires; attestation fiscale; justificatif local; email service; preuve depot initial; courrier recours; decision contestee,aucune,recevable_a_verifier,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0095 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0096,2026-10-20,Email,demande de reouverture,demande complement,delai de traitement juge trop long,courrier recours; decision contestee; attestation fiscale; email service,preuve depot initial,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0096 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0097,2026-10-23,Email,aide,absence reponse,montant d'aide attendu different de la notification,attestation fiscale; decision contestee; registre de commerce; email service; justificatif local,preuve depot initial; courrier recours,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0097 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->montant d'aide attendu different de la notification; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0098,2026-10-26,Guichet,autorisation,refus,demande de reouverture apres complement de pieces,preuve depot initial; registre de commerce; attestation fiscale; email service; pieces complementaires; courrier recours; justificatif local,decision contestee,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0098 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0099,2026-10-29,Courrier scanne,autorisation,refus,reclamation sur absence de reponse,pieces complementaires; preuve depot initial; attestation fiscale; email service; registre de commerce,decision contestee; courrier recours,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0099 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0100,2026-11-01,Guichet,autorisation,absence reponse,demande de reouverture apres complement de pieces,attestation fiscale; decision contestee; pieces complementaires; preuve depot initial; email service; justificatif local,courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0100 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0101,2026-11-04,Chikaya,reclamation,classement sans suite,demande de reouverture apres complement de pieces,email service; accuse reception; preuve depot initial; courrier recours,decision contestee,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0101 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0102,2026-11-07,Email,reclamation,orientation autre service,demande de reouverture apres complement de pieces,attestation fiscale; registre de commerce; pieces complementaires,decision contestee; preuve depot initial; courrier recours,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0102 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0103,2026-11-10,Courrier scanne,autorisation,orientation autre service,reclamation sur absence de reponse,courrier recours; pieces complementaires; decision contestee; attestation fiscale,preuve depot initial,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0103 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0104,2026-11-13,Courrier scanne,autorisation,orientation autre service,demande de reouverture apres complement de pieces,attestation fiscale; accuse reception; decision contestee; email service; pieces complementaires; preuve depot initial,courrier recours,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0104 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0105,2026-11-16,Chikaya,demande de reouverture,orientation autre service,erreur de service competent signalee,decision contestee; justificatif local; registre de commerce; attestation fiscale,preuve depot initial; courrier recours,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0105 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0106,2026-11-19,Courrier scanne,autorisation,classement sans suite,montant d'aide attendu different de la notification,attestation fiscale; preuve depot initial; pieces complementaires; justificatif local; registre de commerce; decision contestee,courrier recours,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0106 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->montant d'aide attendu different de la notification; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0107,2026-11-22,Guichet,autorisation,absence reponse,erreur de service competent signalee,accuse reception; pieces complementaires; email service; decision contestee; justificatif local,preuve depot initial; courrier recours,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0107 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0108,2026-11-25,Chikaya,aide,absence reponse,autorisation refusee pour manque justificatif local,decision contestee; attestation fiscale; pieces complementaires; preuve depot initial; justificatif local; email service; accuse reception,courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0108 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0109,2026-11-28,Email,aide,orientation autre service,autorisation refusee pour manque justificatif local,registre de commerce; decision contestee; courrier recours; pieces complementaires; justificatif local,preuve depot initial,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0109 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0110,2026-12-01,Chikaya,reclamation,demande complement,delai de traitement juge trop long,decision contestee; email service; registre de commerce; justificatif local; pieces complementaires,preuve depot initial; courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0110 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0111,2026-12-04,Email,reclamation,classement sans suite,reclamation sur absence de reponse,registre de commerce; preuve depot initial; accuse reception; email service,decision contestee; courrier recours,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0111 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0112,2026-12-07,Courrier scanne,reclamation,refus,delai de traitement juge trop long,preuve depot initial; attestation fiscale; email service; accuse reception; registre de commerce; justificatif local; pieces complementaires,decision contestee; courrier recours,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0112 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0113,2026-12-10,Chikaya,demande de reouverture,orientation autre service,erreur de service competent signalee,email service; registre de commerce; pieces complementaires,decision contestee; preuve depot initial; courrier recours,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0113 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0114,2026-12-13,Courrier scanne,autorisation,demande complement,refus pour dossier incomplet conteste par le demandeur,accuse reception; attestation fiscale; registre de commerce; courrier recours; decision contestee; preuve depot initial; pieces complementaires,aucune,recevable_a_verifier,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0114 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0115,2026-12-16,Email,demande de reouverture,classement sans suite,refus pour dossier incomplet conteste par le demandeur,preuve depot initial; courrier recours; attestation fiscale,decision contestee,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0115 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0116,2026-12-19,Email,demande de reouverture,demande complement,autorisation refusee pour manque justificatif local,registre de commerce; decision contestee; courrier recours; pieces complementaires,preuve depot initial,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0116 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0117,2026-12-22,Guichet,demande de reouverture,orientation autre service,reclamation sur absence de reponse,attestation fiscale; decision contestee; courrier recours; preuve depot initial; registre de commerce; accuse reception,aucune,recevable_a_verifier,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0117 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0118,2026-12-25,Courrier scanne,demande de reouverture,demande complement,reclamation sur absence de reponse,email service; attestation fiscale; accuse reception; registre de commerce; justificatif local,decision contestee; preuve depot initial; courrier recours,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0118 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0119,2026-12-28,Email,reclamation,demande complement,delai de traitement juge trop long,courrier recours; accuse reception; preuve depot initial; registre de commerce; justificatif local; pieces complementaires; attestation fiscale,decision contestee,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0119 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0120,2026-12-31,Email,autorisation,classement sans suite,demande de reouverture apres complement de pieces,courrier recours; registre de commerce; email service; accuse reception; attestation fiscale; preuve depot initial,decision contestee,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0120 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0121,2027-01-03,Guichet,reclamation,classement sans suite,demande de reouverture apres complement de pieces,decision contestee; email service; accuse reception,preuve depot initial; courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0121 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0122,2027-01-06,Guichet,demande de reouverture,orientation autre service,delai de traitement juge trop long,registre de commerce; decision contestee; email service; courrier recours,preuve depot initial,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0122 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0123,2027-01-09,Email,demande de reouverture,demande complement,erreur de service competent signalee,registre de commerce; accuse reception; decision contestee; justificatif local,preuve depot initial; courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0123 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->erreur de service competent signalee; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0124,2027-01-12,Guichet,autorisation,orientation autre service,delai de traitement juge trop long,decision contestee; email service; attestation fiscale; justificatif local,preuve depot initial; courrier recours,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0124 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0125,2027-01-15,Chikaya,reclamation,refus,autorisation refusee pour manque justificatif local,email service; preuve depot initial; registre de commerce; pieces complementaires; decision contestee; attestation fiscale,courrier recours,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0125 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0126,2027-01-18,Email,autorisation,demande complement,montant d'aide attendu different de la notification,pieces complementaires; attestation fiscale; courrier recours; decision contestee; justificatif local; email service,preuve depot initial,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0126 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->montant d'aide attendu different de la notification; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0127,2027-01-21,Chikaya,demande de reouverture,classement sans suite,autorisation refusee pour manque justificatif local,decision contestee; preuve depot initial; accuse reception; pieces complementaires,courrier recours,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0127 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->courrier recours; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0128,2027-01-24,Guichet,demande de reouverture,demande complement,autorisation refusee pour manque justificatif local,email service; decision contestee; registre de commerce; courrier recours; pieces complementaires; preuve depot initial,aucune,recevable_a_verifier,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0128 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0129,2027-01-27,Chikaya,autorisation,absence reponse,delai de traitement juge trop long,accuse reception; email service; courrier recours,decision contestee; preuve depot initial,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0129 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0130,2027-01-30,Chikaya,autorisation,classement sans suite,demande de reouverture apres complement de pieces,attestation fiscale; accuse reception; preuve depot initial; email service; pieces complementaires; registre de commerce,decision contestee; courrier recours,recevabilite_non_verifiable,aucun risque majeur,escalade_hitl_orange,ORANGE,Le recours REC-2026-0130 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0131,2027-02-02,Courrier scanne,reclamation,absence reponse,refus pour dossier incomplet conteste par le demandeur,attestation fiscale; email service; decision contestee; accuse reception; pieces complementaires,preuve depot initial; courrier recours,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0131 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0132,2027-02-05,Email,autorisation,absence reponse,reclamation sur absence de reponse,registre de commerce; attestation fiscale; email service; accuse reception,decision contestee; preuve depot initial; courrier recours,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0132 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->reclamation sur absence de reponse; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0133,2027-02-08,Courrier scanne,autorisation,refus,delai de traitement juge trop long,registre de commerce; attestation fiscale; decision contestee; courrier recours; accuse reception,preuve depot initial,recevabilite_non_verifiable,mauvaise orientation service,escalade_hitl_orange,ORANGE,Le recours REC-2026-0133 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0134,2027-02-11,Courrier scanne,aide,demande complement,autorisation refusee pour manque justificatif local,courrier recours; accuse reception; registre de commerce,decision contestee; preuve depot initial,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0134 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0135,2027-02-14,Courrier scanne,aide,orientation autre service,refus pour dossier incomplet conteste par le demandeur,courrier recours; attestation fiscale; email service; justificatif local; preuve depot initial; decision contestee,aucune,recevable_a_verifier,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0135 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->refus pour dossier incomplet conteste par le demandeur; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->aucune; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0136,2027-02-17,Guichet,aide,demande complement,autorisation refusee pour manque justificatif local,attestation fiscale; justificatif local; registre de commerce; courrier recours; pieces complementaires,decision contestee; preuve depot initial,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0136 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0137,2027-02-20,Guichet,autorisation,refus,autorisation refusee pour manque justificatif local,decision contestee; courrier recours; attestation fiscale; pieces complementaires,preuve depot initial,recevabilite_non_verifiable,contradiction entre email et decision,escalade_hitl_orange,ORANGE,Le recours REC-2026-0137 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->autorisation refusee pour manque justificatif local; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0138,2027-02-23,Chikaya,autorisation,classement sans suite,delai de traitement juge trop long,email service; justificatif local; registre de commerce; courrier recours; decision contestee,preuve depot initial,recevabilite_non_verifiable,delai sensible,escalade_hitl_orange,ORANGE,Le recours REC-2026-0138 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->preuve depot initial; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0139,2027-02-26,Guichet,reclamation,demande complement,delai de traitement juge trop long,courrier recours; email service; justificatif local,decision contestee; preuve depot initial,recevabilite_non_verifiable,demande a fort impact financier,escalade_hitl_orange,ROUGE,Le recours REC-2026-0139 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->delai de traitement juge trop long; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial; Risque->ROUGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
REC-2026-0140,2027-03-01,Email,reclamation,demande complement,demande de reouverture apres complement de pieces,registre de commerce; email service; justificatif local,decision contestee; preuve depot initial; courrier recours,recevabilite_non_verifiable,dossier incomplet,escalade_hitl_orange,ORANGE,Le recours REC-2026-0140 est-il recevable et quelle reponse administrative proposer ?,Recours->conteste->demande de reouverture apres complement de pieces; Recours->exige->decision_contestee; Recours->exige->preuve_depot; Dossier->manque->decision contestee;preuve depot initial;courrier recours; Risque->ORANGE,https://www.chikaya.ma/?lang=fr,cas synthetique pour entrainer multi-hop recours -> decision -> pieces -> HITL
