case_id,date_reception,ville,profil_entreprise,activite,programme_demande,type_demande,effectif_declare,ca_estime_mad,montant_projet_mad,pieces_fournies,pieces_manquantes,conditions_remplies,conditions_non_verifiables,incoherences_detectees,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,commentaire_extraction
AIDE-2026-0069,2026-03-15,Rabat,PME,production agroalimentaire,ISTITMAR TPE,prime_investissement_tpe,25,11369414,3618545,decision contestee; attestation CNSS; ICE; bail commercial; preuve depot initial; devis prestataire,activite declaree incoherente; plan de financement incomplet; justificatif local absent,projet_chiffre,regularite_fiscale,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0069 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;plan de financement incomplet;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0070,2026-03-16,Beni Mellal,TPE,imprimerie,PACT Qualite,certification_labelisation,9,1628078,678887,certificat de propriete; attestation CNSS; statuts; CIN gerant; plan de financement,registre de commerce illisible,financement_decrit,regularite_fiscale; cout_projet,adresse local differente entre bail et formulaire,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0070 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0071,2026-03-17,Marrakech,TPE,hebergement touristique,PACT Decarbonation Eau,croissance_verte,2,980841,1173032,decision contestee; CIN gerant; preuve depot initial; devis prestataire; attestation fiscale; certificat de propriete; ICE,statuts non fournis; plan de financement incomplet; registre de commerce illisible,situation_fiscale_documentee; projet_chiffre,regularite_sociale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0071 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->statuts non fournis;plan de financement incomplet;registre de commerce illisible; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0072,2026-03-18,Settat,TPE,logistique urbaine,MOWAKABA Digitalisation,aide_digitalisation,16,2948366,190655,devis prestataire; ICE; photos du local; decision contestee; formulaire signe; bail commercial; attestation CNSS; certificat de propriete,justificatif local absent; objet de demande mal qualifie,projet_chiffre,regularite_fiscale,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0072 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->justificatif local absent;objet de demande mal qualifie; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0073,2026-03-19,Settat,PME,hebergement touristique,MOWAKABA Digitalisation,aide_digitalisation,99,10272572,8961266,RIB; bail commercial; ICE; formulaire signe; photos du local; certificat de propriete; plan de financement; attestation CNSS,activite declaree incoherente; registre de commerce illisible; statuts non fournis,financement_decrit,regularite_fiscale; cout_projet,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0073 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;registre de commerce illisible;statuts non fournis; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0074,2026-03-20,Oujda,PME,bureau d'etudes,ISTITMAR PME,prime_investissement_pme,26,5493691,7219911,ICE; certificat de propriete; photos du local; preuve depot initial; bail commercial; devis prestataire; statuts; RIB,activite declaree incoherente; montant investissement non ventile,projet_chiffre,regularite_fiscale; regularite_sociale,montant devis different du plan de financement,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0074 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0075,2026-03-21,Casablanca,PME,hebergement touristique,ISTITMAR PME,prime_investissement_pme,173,2300700,6952225,CIN gerant; bail commercial; formulaire signe; ICE; photos du local; decision contestee; plan de financement,devis prestataire non signe; objet de demande mal qualifie,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0075 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;objet de demande mal qualifie; Incoherence->ROUGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0076,2026-03-22,Rabat,PME,services de nettoyage,ISTITMAR PME,prime_investissement_pme,144,6416651,1987455,attestation fiscale; plan de financement; preuve depot initial; attestation CNSS; ICE,justificatif local absent; registre de commerce illisible; objet de demande mal qualifie,situation_fiscale_documentee; financement_decrit,cout_projet,prestataire non identifiable,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0076 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->justificatif local absent;registre de commerce illisible;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0077,2026-03-23,Tanger,PME,logistique urbaine,PACT Decarbonation Eau,croissance_verte,88,6139195,162438,certificat de propriete; RIB; devis prestataire; plan de financement; photos du local; preuve depot initial,decision contestee non jointe,projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,aucune incoherence majeure,avis_favorable_conditionnel,VERT,"Analyse le dossier AIDE-2026-0077 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0078,2026-03-24,Agadir,TPE,logistique urbaine,MOWAKABA Conseil et Expertise,aide_accompagnement,25,1610560,2440659,ICE; CIN gerant; photos du local; bail commercial; registre de commerce; preuve depot initial; devis prestataire; statuts,justificatif local absent; montant investissement non ventile,entreprise_identifiee; projet_chiffre,regularite_fiscale; regularite_sociale,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0078 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->justificatif local absent;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0079,2026-03-25,Meknes,TPE,production agroalimentaire,Go Siyaha,appui_tourisme,15,1395744,964161,CIN gerant; preuve depot initial; certificat de propriete; plan de financement; registre de commerce,devis prestataire non signe; activite declaree incoherente; justificatif local absent,entreprise_identifiee; financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0079 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;activite declaree incoherente;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0080,2026-03-26,Casablanca,TPE,commerce de detail alimentaire,PACT Decarbonation Eau,croissance_verte,8,1514244,945979,RIB; ICE; attestation fiscale; bail commercial; photos du local; plan de financement; formulaire signe,decision contestee non jointe; devis prestataire non signe; registre de commerce illisible,situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,prestataire non identifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0080 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe;devis prestataire non signe;registre de commerce illisible; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0081,2026-03-27,Marrakech,TPE,services de nettoyage,PACT Decarbonation Eau,croissance_verte,4,1915437,237428,attestation fiscale; attestation CNSS; ICE; registre de commerce; formulaire signe; RIB; CIN gerant,montant investissement non ventile,entreprise_identifiee; situation_fiscale_documentee,cout_projet,adresse local differente entre bail et formulaire,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0081 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0082,2026-03-28,Fes,TPE,production agroalimentaire,ISTITMAR TPE,prime_investissement_tpe,24,1767720,429643,preuve depot initial; ICE; attestation CNSS; plan de financement; RIB; photos du local; bail commercial; devis prestataire,registre de commerce illisible; decision contestee non jointe,projet_chiffre; financement_decrit,regularite_fiscale,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0082 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0083,2026-03-29,Rabat,TPE,prestataire informatique,ISTITMAR TPE,prime_investissement_tpe,18,2388893,873291,RIB; plan de financement; preuve depot initial; devis prestataire; ICE; certificat de propriete,objet de demande mal qualifie; registre de commerce illisible,projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0083 et indique si la TPE est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;registre de commerce illisible; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0084,2026-03-30,Settat,PME,restaurant et restauration rapide,PACT Decarbonation Eau,croissance_verte,47,13216239,10595232,photos du local; decision contestee; bail commercial; CIN gerant; statuts; ICE; preuve depot initial,registre de commerce illisible; devis prestataire non signe,demande_recue,regularite_fiscale; regularite_sociale; cout_projet,adresse local differente entre bail et formulaire,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0084 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;devis prestataire non signe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0085,2026-03-31,Tanger,PME,fabrication de mobilier,ISTITMAR TPE,prime_investissement_tpe,153,1192411,5964610,bail commercial; plan de financement; preuve depot initial; certificat de propriete; decision contestee; attestation CNSS; photos du local; CIN gerant,devis prestataire non signe; justificatif local absent,financement_decrit,regularite_fiscale; cout_projet,prestataire non identifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0085 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0086,2026-04-01,Meknes,TPE,atelier de fabrication textile,Go Siyaha,appui_tourisme,16,2647701,849533,formulaire signe; preuve depot initial; registre de commerce; certificat de propriete; attestation CNSS; attestation fiscale; ICE,plan de financement incomplet; decision contestee non jointe; montant investissement non ventile,entreprise_identifiee; situation_fiscale_documentee,cout_projet,adresse local differente entre bail et formulaire,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0086 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet;decision contestee non jointe;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0087,2026-04-02,Meknes,PME,atelier mecanique,ISTITMAR PME,prime_investissement_pme,95,6505418,4806166,registre de commerce; formulaire signe; ICE; attestation CNSS; certificat de propriete; devis prestataire,justificatif local absent; plan de financement incomplet; activite declaree incoherente,entreprise_identifiee; projet_chiffre,regularite_fiscale,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0087 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->justificatif local absent;plan de financement incomplet;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0088,2026-04-03,Tanger,PME,fabrication de mobilier,ISTITMAR TPE,prime_investissement_tpe,170,10361641,2582845,bail commercial; plan de financement; registre de commerce; preuve depot initial; photos du local; attestation CNSS; ICE,devis prestataire non signe; objet de demande mal qualifie,entreprise_identifiee; financement_decrit,regularite_fiscale; cout_projet,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0088 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0089,2026-04-04,Oujda,TPE,hebergement touristique,ISTITMAR PME,prime_investissement_pme,6,2457853,451970,preuve depot initial; attestation CNSS; attestation fiscale; bail commercial; photos du local; RIB,plan de financement incomplet,situation_fiscale_documentee,cout_projet,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0089 et indique si la TPE est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet; Incoherence->ROUGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0090,2026-04-05,Rabat,PME,logistique urbaine,PACT Qualite,certification_labelisation,27,8767619,9115850,registre de commerce; attestation CNSS; attestation fiscale; CIN gerant; statuts; decision contestee; formulaire signe,plan de financement incomplet,entreprise_identifiee; situation_fiscale_documentee,cout_projet,activite secondaire mentionnee dans un email,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0090 et indique si la PME est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0091,2026-04-06,Fes,TPE,production agroalimentaire,PACT Decarbonation Eau,croissance_verte,3,1973265,1587982,preuve depot initial; certificat de propriete; plan de financement; CIN gerant; decision contestee; RIB; photos du local,registre de commerce illisible,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,statut fiscal non verifiable,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0091 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0092,2026-04-07,Beni Mellal,TPE,production agroalimentaire,PACT Qualite,certification_labelisation,16,1431836,1661689,plan de financement; attestation fiscale; certificat de propriete; photos du local; formulaire signe; statuts; devis prestataire; preuve depot initial,decision contestee non jointe; activite declaree incoherente,situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,montant devis different du plan de financement,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0092 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe;activite declaree incoherente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0093,2026-04-08,Laayoune,PME,prestataire informatique,Go Siyaha,appui_tourisme,134,14530196,2151745,decision contestee; statuts; certificat de propriete; plan de financement; CIN gerant; attestation fiscale,montant investissement non ventile,situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,prestataire non identifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0093 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0094,2026-04-09,Oujda,TPE,atelier de fabrication textile,ISTITMAR PME,prime_investissement_pme,14,2355570,1628508,attestation fiscale; formulaire signe; devis prestataire; CIN gerant; RIB; ICE,statuts non fournis,situation_fiscale_documentee; projet_chiffre,regularite_sociale,montant devis different du plan de financement,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0094 et indique si la TPE est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->statuts non fournis; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0095,2026-04-10,Tanger,PME,e-commerce artisanal,MOWAKABA Conseil et Expertise,aide_accompagnement,180,14193720,2388554,attestation CNSS; statuts; registre de commerce; preuve depot initial; ICE,objet de demande mal qualifie; activite declaree incoherente; plan de financement incomplet,entreprise_identifiee,regularite_fiscale; cout_projet,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0095 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;activite declaree incoherente;plan de financement incomplet; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0096,2026-04-11,Rabat,PME,atelier de fabrication textile,PACT Decarbonation Eau,croissance_verte,63,7293503,10779831,plan de financement; registre de commerce; ICE; decision contestee; attestation fiscale; statuts; CIN gerant; RIB,justificatif local absent,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0096 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0097,2026-04-12,Tanger,PME,bureau d'etudes,PACT Decarbonation Eau,croissance_verte,2,10564793,5979270,ICE; decision contestee; formulaire signe; plan de financement; devis prestataire,justificatif local absent,projet_chiffre; financement_decrit,regularite_fiscale; regularite_sociale,statut fiscal non verifiable,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0097 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0098,2026-04-13,Oujda,PME,services de nettoyage,MOWAKABA Conseil et Expertise,aide_accompagnement,66,12787891,332499,bail commercial; preuve depot initial; ICE; devis prestataire; attestation CNSS; certificat de propriete,plan de financement incomplet; justificatif local absent; montant investissement non ventile,projet_chiffre,regularite_fiscale,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0098 et indique si la PME est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet;justificatif local absent;montant investissement non ventile; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0099,2026-04-14,Agadir,TPE,atelier mecanique,ISTITMAR PME,prime_investissement_pme,23,2198769,2067105,statuts; photos du local; bail commercial; certificat de propriete; ICE; plan de financement; attestation CNSS,devis prestataire non signe,financement_decrit,regularite_fiscale; cout_projet,montant devis different du plan de financement,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0099 et indique si la TPE est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe; Incoherence->ROUGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0100,2026-04-15,Agadir,TPE,logistique urbaine,PACT Qualite,certification_labelisation,18,1920272,2337635,ICE; photos du local; certificat de propriete; formulaire signe; registre de commerce; attestation fiscale,devis prestataire non signe,entreprise_identifiee; situation_fiscale_documentee,regularite_sociale; cout_projet,activite secondaire mentionnee dans un email,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0100 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->devis prestataire non signe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0101,2026-04-16,Agadir,PME,bureau d'etudes,ISTITMAR TPE,prime_investissement_tpe,104,12720633,7437556,certificat de propriete; bail commercial; statuts; attestation fiscale; attestation CNSS,decision contestee non jointe,situation_fiscale_documentee,cout_projet,montant devis different du plan de financement,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0101 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0102,2026-04-17,Beni Mellal,PME,atelier mecanique,ISTITMAR TPE,prime_investissement_tpe,141,5178582,5449033,formulaire signe; photos du local; preuve depot initial; attestation CNSS; devis prestataire; attestation fiscale,montant investissement non ventile,situation_fiscale_documentee; projet_chiffre,aucune,aucune incoherence majeure,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0102 et indique si la PME est eligible a ISTITMAR TPE, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR TPE; ISTITMAR TPE->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0103,2026-04-18,Agadir,TPE,bureau d'etudes,MOWAKABA Digitalisation,aide_digitalisation,10,2932128,300577,bail commercial; attestation fiscale; decision contestee; formulaire signe; plan de financement; RIB; CIN gerant,preuve de depot initiale absente; activite declaree incoherente; justificatif local absent,situation_fiscale_documentee; financement_decrit,regularite_sociale; cout_projet,aucune incoherence majeure,orientation_autre_service,VERT,"Analyse le dossier AIDE-2026-0103 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->preuve de depot initiale absente;activite declaree incoherente;justificatif local absent; Incoherence->VERT,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
